Date,Destination,Tickets_Booked,Train_Delay_Minutes,Weather_Impact,Festival_Impact,Festival_Name,Congestion
2020-08-28,Kolkata,1016,0,0.3,0,,0.16
2021-01-10,Patna Junction,1381,0,0.8,0,,0.84
2023-10-13,Hyderabad Deccan,1180,3,0.8,0,,0.85
2019-06-16,Pune Junction,763,19,0.1,0,,0.2
2023-03-23,Mumbai Central,695,28,0.6,0,,0.32
2022-08-29,Lucknow NR,1381,0,0.3,0,,0.44
2022-11-19,New Delhi,717,0,0.9,0,,0.32
2020-05-13,New Delhi,547,34,0.8,0,,0.66
2019-09-23,Pune Junction,1421,12,0.1,0,,0.58
2022-10-20,Ahmedabad,1383,0,0.6,0,,0.42
2021-11-25,Ahmedabad,1191,0,0.3,0,,0.52
2021-11-22,New Delhi,904,0,0.1,0,,0.3
2020-11-23,Mumbai Central,1441,0,0.3,0,,0.21
2023-10-22,Kolkata,582,0,0.6,0,,0.86
2020-05-20,Patna Junction,972,1,0.3,0,,0.6
2021-09-18,New Delhi,1393,42,0.6,0,,0.44
2021-02-08,Chennai Central,792,47,0.3,0,,0.39
2019-11-18,New Delhi,973,0,0.9,0,,0.55
2019-10-30,Mumbai Central,1429,0,0.3,0,,0.37
2022-09-09,Lucknow NR,1420,0,0.9,0,,0.12
2022-06-11,Patna Junction,766,49,0.9,0,,0.4
2020-12-07,Bengaluru City,1389,5,0.8,0,,0.7
2022-02-20,Bengaluru City,1190,31,0.8,0,,0.55
2022-11-24,Patna Junction,1450,33,0.8,0,,0.46
2022-05-18,Lucknow NR,870,0,0.9,0,,0.29
2020-03-15,New Delhi,1488,38,0.8,0,,0.61
2020-10-01,Mumbai Central,1043,51,0.9,0,,0.11
2022-08-31,Bengaluru City,770,0,0.8,0,,0.31
2023-02-13,Kolkata,1122,4,0.8,0,,0.72
2023-02-24,Ahmedabad,1052,26,0.1,0,,0.42
2020-06-24,Mumbai Central,997,3,0.1,0,,0.3
2022-02-27,Hyderabad Deccan,1345,0,0.1,0,,0.36
2023-12-16,Chennai Central,769,48,0.8,0,,0.65
2020-08-18,Bengaluru City,853,0,0.9,0,,0.38
2020-05-03,Mumbai Central,1390,0,0.6,0,,0.63
2020-02-10,Mumbai Central,1310,50,0.3,0,,0.54
2022-04-14,Pune Junction,1220,0,0.1,1,Tamil New Year,0.86
2022-05-19,Kolkata,1253,10,0.6,0,,0.75
2023-10-14,Chennai Central,1000,0,0.3,0,,0.51
2021-09-29,Hyderabad Deccan,1251,17,0.9,0,,0.43
2020-03-28,Hyderabad Deccan,946,35,0.1,0,,0.47
2019-08-08,New Delhi,535,30,0.1,0,,0.39
2022-08-26,Pune Junction,506,55,0.3,0,,0.49
2022-06-18,Patna Junction,1070,22,0.1,0,,0.39
2022-09-24,Bengaluru City,1280,0,0.9,0,,0.34
2019-09-09,Chennai Central,1415,18,0.6,0,,0.71
2019-02-08,New Delhi,564,36,0.6,0,,0.72
2021-05-21,Patna Junction,1076,18,0.6,0,,0.83
2020-01-30,Chennai Central,1156,49,0.8,0,,0.53
2022-10-27,Lucknow NR,942,50,0.1,0,,0.11
2019-11-30,Bengaluru City,1057,47,0.9,0,,0.47
2020-07-19,Bengaluru City,852,52,0.8,0,,0.66
2019-01-30,Bengaluru City,908,0,0.8,0,,0.33
2021-05-18,Lucknow NR,1227,0,0.1,0,,0.52
2022-06-30,Pune Junction,1100,0,0.3,0,,0.31
2020-12-04,Lucknow NR,600,0,0.3,0,,0.32
2021-04-25,New Delhi,920,35,0.1,0,,0.19
2022-03-10,Kolkata,1171,2,0.8,0,,0.77
2022-10-26,Chennai Central,876,0,0.8,0,,0.32
2023-08-17,Bengaluru City,899,35,0.6,0,,0.45
2021-03-15,Lucknow NR,1395,21,0.1,0,,0.48
2021-11-03,New Delhi,765,21,0.9,0,,0.12
2020-08-12,New Delhi,1378,8,0.8,0,,0.75
2019-07-04,Kolkata,1162,6,0.3,0,,0.54
2019-06-27,Lucknow NR,753,15,0.1,0,,0.42
2022-06-27,Chennai Central,564,47,0.9,0,,0.4
2023-06-11,Pune Junction,568,20,0.6,0,,0.82
2022-06-02,Patna Junction,1269,19,0.3,0,,0.14
2022-08-28,Pune Junction,1080,20,0.1,0,,0.57
2019-11-16,Mumbai Central,700,36,0.8,0,,0.4
2023-06-07,Lucknow NR,1356,56,0.3,0,,0.54
2020-01-19,Bengaluru City,759,6,0.1,0,,0.16
2020-10-09,Kolkata,804,38,0.8,0,,0.51
2023-10-25,Kolkata,1219,0,0.3,0,,0.54
2021-10-29,Lucknow NR,1223,17,0.1,0,,0.18
2021-06-04,Hyderabad Deccan,1461,14,0.6,0,,0.6
2020-02-01,Ahmedabad,1493,49,0.6,0,,0.56
2022-06-23,Bengaluru City,1410,39,0.9,0,,0.4
2019-12-29,New Delhi,1273,5,0.9,0,,0.24
2020-06-14,Ahmedabad,518,46,0.6,0,,0.6
2023-09-22,Pune Junction,1221,24,0.6,0,,0.83
2021-11-13,Mumbai Central,812,48,0.8,0,,0.32
2022-04-30,Lucknow NR,924,0,0.9,0,,0.14
2021-01-11,Chennai Central,1305,0,0.1,0,,0.37
2023-05-01,Pune Junction,1115,0,0.1,0,,0.26
2022-01-01,New Delhi,1091,5,0.1,0,,0.18
2019-11-14,Chennai Central,1422,50,0.8,0,,0.87
2022-09-14,Lucknow NR,765,10,0.1,0,,0.19
2023-01-27,Chennai Central,1397,33,0.3,0,,0.38
2022-02-15,Pune Junction,694,0,0.6,0,,0.5
2019-05-16,Chennai Central,1008,56,0.8,0,,0.3
2023-12-10,New Delhi,696,53,0.9,0,,0.47
2023-11-13,Lucknow NR,1491,25,0.3,0,,0.3
2019-12-28,Patna Junction,904,0,0.8,0,,0.72
2023-03-12,Kolkata,991,52,0.8,0,,0.67
2023-07-07,Chennai Central,589,6,0.1,0,,0.23
2022-03-17,Ahmedabad,699,2,0.8,0,,0.39
2020-12-29,Kolkata,996,3,0.8,0,,0.85
2019-03-03,Lucknow NR,1268,51,0.9,0,,0.38
2023-06-10,New Delhi,544,14,0.9,0,,0.28
2020-09-10,Chennai Central,1003,0,0.3,0,,0.22
2019-07-08,Pune Junction,1351,0,0.6,0,,0.31
2021-02-18,Mumbai Central,1150,37,0.1,0,,0.24
2021-08-13,Mumbai Central,628,24,0.9,0,,0.5
2022-05-17,Pune Junction,910,0,0.8,0,,0.33
2020-01-11,New Delhi,1036,43,0.1,0,,0.38
2020-10-13,Ahmedabad,1268,60,0.8,0,,0.82
2020-09-04,Pune Junction,926,19,0.1,0,,0.23
2019-10-11,Hyderabad Deccan,750,26,0.9,0,,0.17
2020-11-17,Lucknow NR,1459,18,0.1,0,,0.32
2020-05-02,Kolkata,572,14,0.8,0,,0.77
2021-10-11,Bengaluru City,950,0,0.1,0,,0.57
2023-07-08,Mumbai Central,754,27,0.3,0,,0.13
2021-04-11,Lucknow NR,1033,1,0.3,0,,0.46
2019-08-07,Bengaluru City,876,0,0.9,0,,0.25
2022-05-26,Pune Junction,519,15,0.1,0,,0.47
2021-08-24,Kolkata,549,0,0.3,0,,0.1
2019-12-12,New Delhi,778,16,0.3,0,,0.17
2023-02-05,Pune Junction,1274,0,0.9,0,,0.25
2020-06-17,Pune Junction,645,0,0.3,0,,0.3
2019-02-01,Lucknow NR,773,22,0.1,0,,0.14
2019-01-05,Patna Junction,1133,37,0.6,0,,0.82
2019-04-22,Patna Junction,1198,5,0.1,0,,0.35
2019-02-06,Patna Junction,1205,0,0.8,0,,0.41
2019-07-12,Chennai Central,697,0,0.3,0,,0.48
2019-12-25,Bengaluru City,550,0,0.3,1,Christmas,0.85
2023-12-03,Pune Junction,835,54,0.9,0,,0.47
2022-04-30,Ahmedabad,609,0,0.8,0,,0.55
2020-09-10,Bengaluru City,1209,55,0.1,0,,0.52
2020-04-21,Patna Junction,1242,0,0.6,0,,0.64
2021-01-01,New Delhi,1461,45,0.6,0,,0.46
2023-10-18,Bengaluru City,822,55,0.8,0,,0.76
2019-09-19,Kolkata,1364,43,0.9,0,,0.26
2022-11-24,Ahmedabad,1191,28,0.1,0,,0.29
2019-03-22,Kolkata,941,37,0.3,0,,0.55
2021-09-05,Patna Junction,1418,58,0.3,0,,0.19
2022-06-25,Kolkata,979,17,0.3,0,,0.53
2021-09-29,New Delhi,1200,0,0.1,0,,0.33
2019-05-19,Pune Junction,600,2,0.3,0,,0.57
2023-04-28,New Delhi,800,44,0.3,0,,0.15
2022-08-22,Hyderabad Deccan,925,59,0.1,0,,0.39
2020-11-23,Bengaluru City,857,0,0.6,0,,0.57
2019-08-05,Patna Junction,1416,36,0.3,0,,0.58
2021-02-23,Kolkata,1266,0,0.8,0,,0.8
2019-10-29,Chennai Central,1434,57,0.9,0,,0.4
2021-03-04,Lucknow NR,1194,26,0.3,0,,0.22
2020-01-12,Bengaluru City,812,3,0.6,0,,0.59
2021-11-15,Kolkata,1224,0,0.6,0,,0.81
2022-02-27,Patna Junction,605,28,0.8,0,,0.84
2019-01-10,Lucknow NR,1162,33,0.8,0,,0.3
2022-07-27,Mumbai Central,936,0,0.3,0,,0.46
2021-11-28,Patna Junction,1313,41,0.1,0,,0.46
2022-03-28,Hyderabad Deccan,1212,0,0.9,0,,0.17
2020-09-05,Lucknow NR,1189,53,0.6,0,,0.42
2019-06-07,New Delhi,1044,29,0.6,0,,0.75
2019-12-03,Mumbai Central,1258,2,0.6,0,,0.7
2019-02-12,New Delhi,1435,0,0.8,0,,0.67
2020-10-09,Patna Junction,768,56,0.3,0,,0.49
2019-01-27,Kolkata,689,9,0.1,0,,0.47
2019-09-26,Ahmedabad,658,25,0.1,0,,0.41
2019-03-26,Patna Junction,660,33,0.3,0,,0.52
2023-11-24,Mumbai Central,1098,7,0.8,0,,0.88
2023-09-05,Hyderabad Deccan,547,20,0.1,0,,0.52
2019-08-27,Patna Junction,566,0,0.8,0,,0.36
2019-10-07,Patna Junction,1493,0,0.3,0,,0.16
2022-12-08,Bengaluru City,1331,18,0.8,0,,0.9
2022-12-27,Hyderabad Deccan,927,0,0.8,0,,0.65
2019-02-06,Lucknow NR,1077,60,0.9,0,,0.6
2023-03-26,Kolkata,1043,53,0.3,0,,0.33
2020-03-28,Mumbai Central,970,30,0.9,0,,0.37
2020-04-29,Patna Junction,666,42,0.8,0,,0.35
2022-04-17,Lucknow NR,1101,33,0.6,0,,0.35
2021-07-30,Bengaluru City,1007,40,0.1,0,,0.56
2022-04-06,Bengaluru City,1058,60,0.3,0,,0.55
2022-03-13,New Delhi,839,9,0.1,0,,0.19
2021-11-07,Ahmedabad,800,16,0.3,0,,0.51
2021-06-20,Kolkata,1132,0,0.3,0,,0.35
2023-10-24,Kolkata,1011,44,0.8,1,Diwali,0.66
2023-05-20,Lucknow NR,885,0,0.1,0,,0.52
2023-07-09,Kolkata,585,15,0.8,0,,0.54
2023-11-03,Patna Junction,983,13,0.9,0,,0.53
2022-07-19,New Delhi,1127,17,0.1,0,,0.28
2023-01-20,Lucknow NR,930,56,0.8,0,,0.58
2019-03-22,Kolkata,758,10,0.8,0,,0.8
2022-09-07,Lucknow NR,1061,0,0.6,0,,0.82
2023-03-14,Bengaluru City,1494,0,0.9,0,,0.5
2019-10-14,Pune Junction,930,43,0.8,0,,0.67
2021-08-31,Lucknow NR,1497,54,0.9,0,,0.22
2023-01-18,Hyderabad Deccan,1234,49,0.8,0,,0.38
2021-07-27,Patna Junction,1487,0,0.1,0,,0.22
2022-03-04,Ahmedabad,1243,49,0.8,0,,0.42
2019-05-28,Kolkata,1500,4,0.1,0,,0.18
2020-09-02,Mumbai Central,1319,0,0.6,0,,0.52
2020-07-18,Kolkata,1235,0,0.9,0,,0.2
2022-12-30,Pune Junction,931,0,0.1,0,,0.18
2021-04-01,Pune Junction,523,15,0.6,0,,0.5
2021-09-21,New Delhi,1078,37,0.3,0,,0.36
2023-01-30,Pune Junction,841,49,0.8,0,,0.64
2023-05-13,Kolkata,674,19,0.1,0,,0.12
2022-08-06,Pune Junction,950,15,0.8,0,,0.33
2023-04-29,Bengaluru City,1123,27,0.9,0,,0.3
2023-03-01,Bengaluru City,664,53,0.6,0,,0.66
2020-10-06,Patna Junction,1101,0,0.8,0,,0.48
2020-12-29,Bengaluru City,679,38,0.3,0,,0.2
2023-04-11,Hyderabad Deccan,842,0,0.8,0,,0.59
2022-02-04,Ahmedabad,573,0,0.1,0,,0.27
2023-06-26,Bengaluru City,1289,4,0.1,0,,0.11
2022-04-07,Mumbai Central,810,0,0.1,0,,0.55
2022-02-18,Hyderabad Deccan,713,2,0.6,0,,0.47
2020-04-11,Patna Junction,1340,0,0.8,0,,0.57
2021-10-11,Chennai Central,1224,47,0.1,0,,0.43
2020-04-20,Pune Junction,794,23,0.8,0,,0.79
2021-02-04,Bengaluru City,1327,20,0.9,0,,0.14
2021-08-06,Hyderabad Deccan,724,49,0.6,0,,0.9
2021-08-22,Kolkata,1145,0,0.8,0,,0.88
2020-12-19,Lucknow NR,619,9,0.1,0,,0.17
2019-05-09,Mumbai Central,1294,0,0.1,0,,0.58
2023-02-15,Bengaluru City,1262,24,0.1,0,,0.46
2021-08-22,Kolkata,985,0,0.1,0,,0.42
2023-09-16,Hyderabad Deccan,1105,11,0.8,0,,0.58
2023-12-09,Patna Junction,952,0,0.6,0,,0.5
2023-08-14,Chennai Central,1399,0,0.8,0,,0.45
2019-10-27,Chennai Central,600,0,0.9,0,,0.56
2022-04-20,Mumbai Central,1091,49,0.1,0,,0.44
2020-03-19,Ahmedabad,1123,0,0.3,0,,0.28
2022-06-07,Patna Junction,729,23,0.6,0,,0.37
2021-02-24,Ahmedabad,677,53,0.8,0,,0.38
2020-12-05,Lucknow NR,1401,35,0.6,0,,0.75
2021-11-05,Pune Junction,1173,0,0.9,0,,0.27
2019-06-14,Pune Junction,995,0,0.9,0,,0.22
2020-12-26,Pune Junction,1245,29,0.6,0,,0.57
2021-06-15,New Delhi,968,0,0.1,0,,0.42
2021-08-30,Chennai Central,914,0,0.1,0,,0.26
2019-04-11,Pune Junction,1241,25,0.3,0,,0.5
2023-08-03,Patna Junction,748,0,0.3,0,,0.11
2020-10-02,Patna Junction,788,26,0.3,0,,0.25
2021-03-23,Kolkata,842,0,0.1,0,,0.45
2023-09-16,Pune Junction,989,49,0.8,0,,0.61
2019-09-01,Kolkata,1272,45,0.9,0,,0.3
2022-09-18,Kolkata,562,37,0.9,0,,0.25
2019-11-24,Bengaluru City,1118,2,0.6,0,,0.48
2021-03-19,New Delhi,731,43,0.6,0,,0.88
2023-12-20,Ahmedabad,909,56,0.1,0,,0.52
2019-03-24,Mumbai Central,1333,42,0.9,0,,0.58
2023-10-16,Patna Junction,511,0,0.9,0,,0.31
2020-08-13,Chennai Central,610,20,0.8,0,,0.88
2023-02-02,Kolkata,897,19,0.9,0,,0.13
2022-11-22,Bengaluru City,647,0,0.6,0,,0.83
2019-07-09,New Delhi,552,14,0.6,0,,0.76
2019-02-12,Lucknow NR,1228,28,0.6,0,,0.32
2022-06-16,Ahmedabad,1336,32,0.1,0,,0.45
2022-02-05,Patna Junction,715,37,0.9,0,,0.19
2023-10-26,Ahmedabad,1158,51,0.8,0,,0.75
2022-12-29,Patna Junction,1316,0,0.3,0,,0.16
2020-11-23,Mumbai Central,1225,0,0.9,0,,0.25
2021-04-15,Kolkata,593,54,0.1,0,,0.14
2021-08-16,Bengaluru City,1158,5,0.6,0,,0.65
2023-08-31,New Delhi,1442,22,0.8,0,,0.6
2022-02-12,New Delhi,911,39,0.9,0,,0.57
2023-04-22,Ahmedabad,587,47,0.1,0,,0.51
2023-07-04,Bengaluru City,1061,58,0.1,0,,0.48
2023-09-28,Mumbai Central,1317,42,0.1,0,,0.38
2019-09-06,Bengaluru City,1181,36,0.9,0,,0.4
2021-06-10,Kolkata,1498,8,0.9,0,,0.52
2020-06-15,Mumbai Central,582,0,0.1,0,,0.47
2022-06-30,Kolkata,1375,0,0.8,0,,0.89
2022-12-07,Kolkata,593,29,0.8,0,,0.71
2021-05-14,New Delhi,593,2,0.3,0,,0.21
2022-06-30,Lucknow NR,1275,14,0.6,0,,0.35
2021-09-08,Lucknow NR,1306,28,0.8,0,,0.68
2022-03-02,Mumbai Central,1476,0,0.1,0,,0.29
2022-01-09,Ahmedabad,596,24,0.8,0,,0.84
2019-03-08,Patna Junction,975,31,0.9,1,Holi,0.79
2023-04-01,Pune Junction,784,27,0.6,0,,0.43
2019-08-26,Mumbai Central,633,41,0.6,0,,0.69
2022-06-25,New Delhi,567,0,0.3,0,,0.54
2022-04-18,New Delhi,1152,38,0.9,0,,0.2
2020-06-27,Ahmedabad,1452,35,0.1,0,,0.21
2023-02-17,Mumbai Central,837,3,0.3,0,,0.25
2021-05-24,Kolkata,1084,0,0.1,0,,0.46
2019-01-25,Hyderabad Deccan,1037,58,0.1,0,,0.51
2022-01-22,Mumbai Central,1488,13,0.1,0,,0.23
2022-02-23,Patna Junction,754,0,0.3,0,,0.2
2022-06-18,Hyderabad Deccan,1011,55,0.9,0,,0.17
2019-03-26,Bengaluru City,617,6,0.3,0,,0.14
2023-10-12,Pune Junction,845,0,0.6,0,,0.67
2019-12-14,Patna Junction,736,50,0.1,0,,0.47
2020-06-26,Pune Junction,1343,0,0.6,0,,0.37
2021-09-28,Hyderabad Deccan,1089,42,0.1,0,,0.53
2020-04-26,Lucknow NR,1093,0,0.6,0,,0.37
2022-06-18,Kolkata,802,0,0.1,0,,0.21
2022-12-11,Kolkata,1485,28,0.9,0,,0.2
2023-09-09,Lucknow NR,1346,58,0.8,0,,0.48
2021-05-26,Lucknow NR,1379,59,0.6,0,,0.5
2023-09-13,Lucknow NR,1370,0,0.6,0,,0.55
2021-03-28,Chennai Central,916,0,0.1,0,,0.22
2021-11-21,Hyderabad Deccan,1413,12,0.6,0,,0.7
2021-01-10,Ahmedabad,1459,31,0.9,0,,0.1
2020-10-19,Hyderabad Deccan,791,0,0.6,0,,0.62
2021-09-09,Hyderabad Deccan,915,0,0.1,0,,0.17
2022-08-09,Patna Junction,1103,23,0.3,0,,0.14
2020-03-26,Ahmedabad,1295,54,0.3,0,,0.52
2022-03-04,Mumbai Central,1131,18,0.6,0,,0.54
2022-05-28,Bengaluru City,670,11,0.8,0,,0.8
2021-11-23,Chennai Central,1221,0,0.6,0,,0.37
2019-12-09,Kolkata,1233,24,0.8,0,,0.58
2020-07-07,Pune Junction,1393,57,0.6,0,,0.59
2022-06-04,Hyderabad Deccan,1150,17,0.3,0,,0.34
2020-04-25,Hyderabad Deccan,1387,34,0.8,0,,0.73
2021-01-12,Ahmedabad,1143,5,0.8,0,,0.7
2021-02-25,Hyderabad Deccan,903,57,0.3,0,,0.5
2020-10-31,Patna Junction,759,0,0.9,0,,0.23
2022-03-04,Bengaluru City,721,0,0.6,0,,0.83
2021-01-14,Pune Junction,706,13,0.3,1,Makar Sankranti,0.3
2022-02-27,Ahmedabad,929,12,0.3,0,,0.16
2022-06-29,Pune Junction,598,2,0.1,0,,0.44
2020-09-16,New Delhi,1114,58,0.9,0,,0.28
2020-02-28,Patna Junction,697,30,0.8,0,,0.81
2020-05-22,New Delhi,1498,0,0.8,0,,0.87
2020-07-15,Lucknow NR,776,0,0.1,0,,0.2
2023-09-11,Pune Junction,1380,15,0.8,0,,0.31
2023-06-05,Bengaluru City,705,51,0.9,0,,0.44
2022-06-09,Chennai Central,844,15,0.9,0,,0.17
2019-03-07,Patna Junction,631,40,0.3,0,,0.13
2022-06-14,Kolkata,1182,0,0.8,0,,0.73
2019-12-14,Hyderabad Deccan,1449,49,0.1,0,,0.18
2020-05-15,Mumbai Central,754,0,0.8,0,,0.64
2019-12-17,Chennai Central,561,31,0.1,0,,0.42
2021-09-16,Kolkata,948,0,0.9,0,,0.5
2019-08-16,Kolkata,1077,53,0.1,0,,0.58
2022-08-14,New Delhi,871,50,0.6,0,,0.57
2021-03-24,Lucknow NR,732,45,0.9,0,,0.5
2022-07-26,Patna Junction,1265,0,0.8,0,,0.41
2019-01-21,Patna Junction,1029,14,0.3,0,,0.38
2021-02-13,Chennai Central,529,0,0.1,0,,0.33
2022-11-28,Hyderabad Deccan,580,48,0.8,0,,0.4
2020-11-20,Pune Junction,844,9,0.6,0,,0.56
2020-07-07,Kolkata,1392,0,0.3,0,,0.28
2019-02-04,Mumbai Central,1478,0,0.8,0,,0.53
2019-11-08,Mumbai Central,1496,0,0.9,0,,0.56
2020-05-07,Patna Junction,840,28,0.3,0,,0.27
2021-11-06,Mumbai Central,999,0,0.9,0,,0.48
2020-02-14,Hyderabad Deccan,1338,30,0.8,0,,0.73
2019-03-25,Bengaluru City,695,12,0.9,0,,0.38
2021-07-23,Kolkata,616,48,0.9,0,,0.55
2019-05-01,Chennai Central,673,49,0.8,0,,0.65
2020-11-06,Ahmedabad,1198,0,0.6,0,,0.75
2023-02-16,New Delhi,900,2,0.6,0,,0.8
2020-11-30,Pune Junction,1141,47,0.9,0,,0.27
2023-12-09,Kolkata,1490,0,0.6,0,,0.59
2020-06-06,Chennai Central,634,7,0.1,0,,0.1
2019-09-06,Chennai Central,781,36,0.6,0,,0.68
2020-05-01,New Delhi,977,0,0.8,0,,0.39
2023-05-20,Mumbai Central,669,0,0.6,0,,0.42
2022-08-20,Mumbai Central,1011,52,0.3,0,,0.31
2023-03-13,Pune Junction,846,44,0.6,0,,0.33
2023-07-12,Ahmedabad,1202,43,0.8,0,,0.31
2022-03-05,Hyderabad Deccan,530,37,0.8,0,,0.32
2019-09-01,Chennai Central,1142,45,0.9,0,,0.39
2019-08-14,Pune Junction,1092,0,0.3,0,,0.35
2020-06-15,Patna Junction,598,19,0.6,0,,0.73
2022-02-15,Bengaluru City,796,11,0.8,0,,0.49
2020-07-13,Bengaluru City,1479,36,0.8,0,,0.8
2022-09-04,Chennai Central,540,33,0.1,0,,0.24
2019-06-05,Chennai Central,1244,0,0.6,0,,0.81
2022-03-10,Kolkata,1036,0,0.3,0,,0.53
2019-11-10,New Delhi,701,5,0.1,0,,0.17
2022-10-24,Pune Junction,636,30,0.9,1,Diwali,0.36
2020-05-16,Kolkata,828,0,0.6,0,,0.54
2022-10-28,Ahmedabad,852,50,0.9,0,,0.15
2019-09-13,Mumbai Central,554,12,0.8,0,,0.67
2022-05-30,Lucknow NR,1110,51,0.1,0,,0.13
2021-07-04,Ahmedabad,718,20,0.1,0,,0.41
2019-08-13,Ahmedabad,1428,53,0.3,0,,0.55
2020-12-29,Kolkata,1130,0,0.8,0,,0.3
2021-09-14,Chennai Central,1127,0,0.8,0,,0.48
2020-04-08,Patna Junction,1266,0,0.9,0,,0.16
2022-12-15,Patna Junction,1148,0,0.9,0,,0.18
2023-03-21,Patna Junction,700,49,0.6,0,,0.51
2020-01-30,Pune Junction,722,7,0.1,0,,0.45
2020-06-16,Patna Junction,803,51,0.8,0,,0.7
2022-07-24,New Delhi,687,17,0.6,0,,0.49
2021-12-16,Bengaluru City,1204,6,0.6,0,,0.62
2021-05-04,Ahmedabad,1346,31,0.1,0,,0.31
2021-12-03,Mumbai Central,988,49,0.1,0,,0.43
2020-10-25,Chennai Central,1106,34,0.3,0,,0.46
2022-10-13,Bengaluru City,871,51,0.6,0,,0.38
2021-11-10,Chennai Central,733,0,0.6,0,,0.61
2019-10-08,New Delhi,644,34,0.3,0,,0.47
2023-04-23,Mumbai Central,1229,60,0.6,0,,0.72
2019-02-27,Ahmedabad,650,33,0.9,0,,0.4
2023-12-14,New Delhi,527,57,0.9,0,,0.52
2023-08-01,Lucknow NR,1392,57,0.6,0,,0.69
2020-08-08,Lucknow NR,696,35,0.8,0,,0.84
2023-07-05,Mumbai Central,899,1,0.9,0,,0.55
2022-11-10,Mumbai Central,1109,17,0.1,0,,0.27
2023-08-20,Mumbai Central,1372,31,0.9,0,,0.24
2019-06-12,Lucknow NR,891,29,0.9,0,,0.38
2022-09-10,Hyderabad Deccan,1401,54,0.6,0,,0.79
2020-12-02,Bengaluru City,648,8,0.9,0,,0.29
2021-08-03,Hyderabad Deccan,879,0,0.9,0,,0.55
2022-04-19,Ahmedabad,1194,0,0.1,0,,0.41
2022-01-30,Lucknow NR,1216,38,0.8,0,,0.55
2020-01-25,Chennai Central,639,0,0.1,0,,0.25
2022-09-26,Lucknow NR,861,0,0.8,0,,0.79
2023-04-03,New Delhi,1109,0,0.1,0,,0.26
2022-09-17,Patna Junction,1315,3,0.8,0,,0.43
2019-06-23,Hyderabad Deccan,1021,0,0.9,0,,0.15
2022-12-02,Patna Junction,1260,0,0.1,0,,0.48
2021-11-16,New Delhi,1433,4,0.8,0,,0.46
2022-03-27,Bengaluru City,1131,0,0.3,0,,0.41
2021-09-25,Lucknow NR,1094,25,0.6,0,,0.67
2020-09-08,Ahmedabad,923,0,0.3,0,,0.35
2019-08-30,Hyderabad Deccan,788,58,0.8,0,,0.86
2021-08-20,Kolkata,542,43,0.3,0,,0.12
2022-04-06,Hyderabad Deccan,1012,51,0.8,0,,0.54
2019-04-23,New Delhi,1001,41,0.8,0,,0.3
2019-08-02,Mumbai Central,955,9,0.3,0,,0.36
2021-05-13,Chennai Central,1448,15,0.1,0,,0.54
2022-03-24,Chennai Central,1365,15,0.1,0,,0.45
2019-05-30,Ahmedabad,1180,46,0.1,0,,0.55
2020-08-29,Ahmedabad,798,22,0.3,0,,0.38
2020-01-14,Bengaluru City,1450,59,0.1,1,Makar Sankranti,0.87
2019-11-27,Patna Junction,1398,39,0.8,0,,0.73
2022-03-05,Ahmedabad,1443,0,0.6,0,,0.69
2021-10-29,Ahmedabad,1235,0,0.6,0,,0.88
2021-01-02,Pune Junction,1166,48,0.3,0,,0.31
2019-11-11,Ahmedabad,973,51,0.1,0,,0.12
2023-12-12,Lucknow NR,1155,0,0.6,0,,0.66
2023-07-06,Hyderabad Deccan,1451,19,0.9,0,,0.29
2022-01-20,Kolkata,1318,30,0.6,0,,0.56
2021-08-01,Patna Junction,660,0,0.1,0,,0.59
2019-08-20,Pune Junction,806,11,0.3,0,,0.24
2023-01-13,Pune Junction,1274,32,0.3,0,,0.3
2019-05-09,Kolkata,1081,0,0.9,0,,0.22
2022-09-01,Mumbai Central,1048,41,0.9,0,,0.11
2019-08-11,Lucknow NR,876,23,0.9,0,,0.33
2019-03-01,Hyderabad Deccan,1157,0,0.3,0,,0.22
2020-07-03,Lucknow NR,914,0,0.3,0,,0.57
2023-02-22,Hyderabad Deccan,1069,55,0.1,0,,0.33
2022-11-23,Ahmedabad,1369,0,0.1,0,,0.58
2021-07-01,Lucknow NR,1391,0,0.3,0,,0.22
2022-05-15,Chennai Central,927,25,0.6,0,,0.43
2019-12-29,Patna Junction,1090,50,0.3,0,,0.51
2023-09-09,Ahmedabad,645,56,0.9,0,,0.24
2020-01-28,Hyderabad Deccan,1008,0,0.8,0,,0.43
2022-12-25,New Delhi,810,0,0.8,1,Christmas,0.87
2022-08-02,Ahmedabad,652,49,0.1,0,,0.36
2022-11-04,Patna Junction,1284,36,0.6,0,,0.46
2023-06-01,Patna Junction,1221,0,0.8,0,,0.85
2020-01-03,Hyderabad Deccan,1020,17,0.6,0,,0.87
2019-10-19,Hyderabad Deccan,913,28,0.3,0,,0.29
2019-06-12,Lucknow NR,667,24,0.3,0,,0.46
2023-11-11,Pune Junction,1362,0,0.6,0,,0.52
2021-11-28,Kolkata,1181,0,0.8,0,,0.88
2023-10-14,Kolkata,575,15,0.6,0,,0.64
2021-10-01,New Delhi,1165,25,0.8,0,,0.34
2020-09-04,Lucknow NR,1017,13,0.3,0,,0.28
2023-10-30,Mumbai Central,1164,54,0.9,0,,0.11
2022-11-07,Pune Junction,1247,0,0.9,0,,0.51
2021-12-07,Lucknow NR,846,0,0.9,0,,0.49
2023-08-31,Chennai Central,1276,0,0.1,0,,0.34
